sample_id,audio_path,reference,reference_normalized,prediction_raw,prediction_normalized,wer_raw,cer_raw,wer_normalized,cer_normalized,processing_time,category
146,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40702\IISc_RESPIN_hi_D1_40702_251001_F_BANK_401691_40354835.wav,ऑडिटर ने खाता बखूबी मिलाया,ऑड टर न ख त बख ब म ल य,ऑडिटर ने खाता बखूबी मिलाया,ऑड टर न ख त बख ब म ल य,0.0,0.0,0.0,0.0,0.0989675521850586,A_all_zero
159,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40715\IISc_RESPIN_hi_D1_40715_251001_F_AGRI_401347_40378634.wav,चिरौंजी एक सूखा मेवा है,च र ज एक स ख म व ह,चिरौंजी एक सूखा मेवा है,च र ज एक स ख म व ह,0.0,0.0,0.0,0.0,0.09934663772583,A_all_zero
162,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40715\IISc_RESPIN_hi_D1_40715_251001_F_AGRI_402305_40413469.wav,परवल की मिठाई भी बनाई जाती है,परवल क म ठ ई भ बन ई ज त ह,परवल की मिठाई भी बनाई जाती है,परवल क म ठ ई भ बन ई ज त ह,0.0,0.0,0.0,0.0,0.1001548767089843,A_all_zero
172,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40725\IISc_RESPIN_hi_D1_40725_251001_F_BANK_402852_40395131.wav,कुशल अपना नया व्यापार शुरू करने के लिए पूंजी बाजार से मशीनरी खरीदी,क शल अपन नय व य प र श र करन क ल ए प ज ब ज र स मश नर खर द,कुशल अपना नया व्यापार शुरू करने के लिए पूंजी बाजार से मशीनरी खरीदी,क शल अपन नय व य प र श र करन क ल ए प ज ब ज र स मश नर खर द,0.0,0.0,0.0,0.0,0.1918222904205322,A_all_zero
174,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40725\IISc_RESPIN_hi_D1_40725_251001_F_AGRI_402305_40396291.wav,परवल की मिठाई भी बनाई जाती है,परवल क म ठ ई भ बन ई ज त ह,परवल की मिठाई भी बनाई जाती है,परवल क म ठ ई भ बन ई ज त ह,0.0,0.0,0.0,0.0,0.0932760238647461,A_all_zero
202,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40766\IISc_RESPIN_hi_D1_40766_700046_F_AGRI_400788_40329092.wav,मेरे दोस्त के पिता टेरेस खेती करते हैं,म र द स त क प त ट र स ख त करत ह,मेरे दोस्त के पिता टेरेस खेती करते हैं,म र द स त क प त ट र स ख त करत ह,0.0,0.0,0.0,0.0,0.1132731437683105,A_all_zero
204,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40766\IISc_RESPIN_hi_D1_40766_700046_F_AGRI_400853_40435597.wav,मुझे पुदीने की चटनी पसंद है,म झ प द न क चटन पस द ह,मुझे पुदीने की चटनी पसंद है,म झ प द न क चटन पस द ह,0.0,0.0,0.0,0.0,0.1143503189086914,A_all_zero
206,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40766\IISc_RESPIN_hi_D1_40766_700046_F_AGRI_400821_40459559.wav,कृष्णा वैली गाय महाराष्ट्र में पाई जाती है,क ष ण व ल ग य मह र ष ट र म प ई ज त ह,कृष्णा वैली गाय महाराष्ट्र में पाई जाती है,क ष ण व ल ग य मह र ष ट र म प ई ज त ह,0.0,0.0,0.0,0.0,0.1200075149536132,A_all_zero
219,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\41209\IISc_RESPIN_hi_D1_41209_251001_M_AGRI_421558_40728127.wav,सहकारी समितियों और किसान स्वामित्व वाली दूध उत्पादक कंपनियों की कार्यशील पूंजी की जरूरतों को पूरा करता है,सहक र सम त य और क स न स व म त व व ल द ध उत प दक क पन य क क र यश ल प ज क जर रत क प र करत ह,सहकारी समितियों और किसान स्वामित्व वाली दूध उत्पादक कंपनियों की कार्यशील पूंजी की जरूरतों को पूरा करता है,सहक र सम त य और क स न स व म त व व ल द ध उत प दक क पन य क क र यश ल प ज क जर रत क प र करत ह,0.0,0.0,0.0,0.0,0.1596183776855468,A_all_zero
301,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\41648\IISc_RESPIN_hi_D1_41648_NA_F_BANK_402310_40933309.wav,ब्लैंक चेक का प्रयोग व्यापार जगत में किसी सौदेबाजी में होती है,ब ल क च क क प रय ग व य प र जगत म क स स द ब ज म ह त ह,ब्लैंक चेक का प्रयोग व्यापार जगत में किसी सौदेबाजी में होती है,ब ल क च क क प रय ग व य प र जगत म क स स द ब ज म ह त ह,0.0,0.0,0.0,0.0,0.1937675476074218,A_all_zero
302,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\41648\IISc_RESPIN_hi_D1_41648_NA_F_AGRI_402804_40933317.wav,कोदो बाजरा को किसी भी प्रकार की मिट्टी में उगाया जा सकता है,क द ब जर क क स भ प रक र क म ट ट म उग य ज सकत ह,कोदो बाजरा को किसी भी प्रकार की मिट्टी में उगाया जा सकता है,क द ब जर क क स भ प रक र क म ट ट म उग य ज सकत ह,0.0,0.0,0.0,0.0,0.1470332145690918,A_all_zero
314,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\41667\IISc_RESPIN_hi_D1_41667_251001_M_AGRI_402804_40931020.wav,कोदो बाजरा को किसी भी प्रकार की मिट्टी में उगाया जा सकता है,क द ब जर क क स भ प रक र क म ट ट म उग य ज सकत ह,कोदो बाजरा को किसी भी प्रकार की मिट्टी में उगाया जा सकता है,क द ब जर क क स भ प रक र क म ट ट म उग य ज सकत ह,0.0,0.0,0.0,0.0,0.1165957450866699,A_all_zero
322,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\41672\IISc_RESPIN_hi_D1_41672_249145_F_BANK_402381_40951054.wav,कर से तकनीकी प्रगति की तेजी हुई है,कर स तकन क प रगत क त ज ह ई ह,कर से तकनीकी प्रगति की तेजी हुई है,कर स तकन क प रगत क त ज ह ई ह,0.0,0.0,0.0,0.0,0.0963170528411865,A_all_zero
331,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\41680\IISc_RESPIN_hi_D1_41680_251001_M_AGRI_402804_40928089.wav,कोदो बाजरा को किसी भी प्रकार की मिट्टी में उगाया जा सकता है,क द ब जर क क स भ प रक र क म ट ट म उग य ज सकत ह,कोदो बाजरा को किसी भी प्रकार की मिट्टी में उगाया जा सकता है,क द ब जर क क स भ प रक र क म ट ट म उग य ज सकत ह,0.0,0.0,0.0,0.0,0.1477315425872802,A_all_zero
338,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\41918\IISc_RESPIN_hi_D1_41918_251001_F_BANK_401691_40843139.wav,ऑडिटर ने खाता बखूबी मिलाया,ऑड टर न ख त बख ब म ल य,ऑडिटर ने खाता बखूबी मिलाया,ऑड टर न ख त बख ब म ल य,0.0,0.0,0.0,0.0,0.0581896305084228,A_all_zero
360,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\42045\IISc_RESPIN_hi_D1_42045_251001_F_BANK_401357_40958459.wav,सोहेल अपनी बेटी को वित्त विश्लेषक बनाना चाहता है,स ह ल अपन ब ट क व त त व श ल षक बन न च हत ह,सोहेल अपनी बेटी को वित्त विश्लेषक बनाना चाहता है,स ह ल अपन ब ट क व त त व श ल षक बन न च हत ह,0.0,0.0,0.0,0.0,0.0993015766143798,A_all_zero
388,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\42470\IISc_RESPIN_hi_D1_42470_251001_M_BANK_400077_41143275.wav,ऋण गारंटी को अमीर और भरोसेमंद आदमी ही दे सकता है,ऋण ग र ट क अम र और भर स म द आदम ह द सकत ह,ऋण गारंटी को अमीर और भरोसेमंद आदमी ही दे सकता है,ऋण ग र ट क अम र और भर स म द आदम ह द सकत ह,0.0,0.0,0.0,0.0,0.1208281517028808,A_all_zero
396,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\42471\IISc_RESPIN_hi_D1_42471_251001_M_AGRI_400853_41202963.wav,मुझे पुदीने की चटनी पसंद है,म झ प द न क चटन पस द ह,मुझे पुदीने की चटनी पसंद है,म झ प द न क चटन पस द ह,0.0,0.0,0.0,0.0,0.1039497852325439,A_all_zero
419,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40357\IISc_RESPIN_hi_D2_40357_207241_F_BANK_406319_40104902.wav,शहर की गलियों में रास्ते यूनिवर्सल बैंक के द्वारा दिए हुए पैसों से बनी है,शहर क गल य म र स त य न वर सल ब क क द व र द ए ह ए प स स बन ह,शहर की गलियों में रास्ते यूनिवर्सल बैंक के द्वारा दिए हुए पैसों से बनी है,शहर क गल य म र स त य न वर सल ब क क द व र द ए ह ए प स स बन ह,0.0,0.0,0.0,0.0,0.1970293521881103,A_all_zero
459,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40435\IISc_RESPIN_hi_D2_40435_207125_M_AGRI_406698_40114562.wav,ई कॉमर्स सेवाओं और वस्तुओं दोनों पक्षों के बीच खरीद और बिक्री को संदर्भित करता है,ई क मर स स व ओ और वस त ओ द न पक ष क ब च खर द और ब क र क स दर भ त करत ह,ई कॉमर्स सेवाओं और वस्तुओं दोनों पक्षों के बीच खरीद और बिक्री को संदर्भित करता है,ई क मर स स व ओ और वस त ओ द न पक ष क ब च खर द और ब क र क स दर भ त करत ह,0.0,0.0,0.0,0.0,0.2527263164520263,A_all_zero
466,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40435\IISc_RESPIN_hi_D2_40435_207125_M_AGRI_404455_40135055.wav,रोहण ने बताया कि वह प्रकृति में जल वितरण के बारे में एक आलेख लिख रहा है,र हण न बत य क वह प रक त म जल व तरण क ब र म एक आल ख ल ख रह ह,रोहण ने बताया कि वह प्रकृति में जल वितरण के बारे में एक आलेख लिख रहा है,र हण न बत य क वह प रक त म जल व तरण क ब र म एक आल ख ल ख रह ह,0.0,0.0,0.0,0.0,0.1620974540710449,A_all_zero
475,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40443\IISc_RESPIN_hi_D2_40443_207241_F_BANK_406738_40088576.wav,भारत में मनरेगा एक जॉब गारंटी योजना है,भ रत म मनर ग एक ज ब ग र ट य जन ह,भारत में मनरेगा एक जॉब गारंटी योजना है,भ रत म मनर ग एक ज ब ग र ट य जन ह,0.0,0.0,0.0,0.0,0.0981078147888183,A_all_zero
584,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40500\IISc_RESPIN_hi_D2_40500_207001_M_AGRI_406570_40150667.wav,जब कटहल कच्चा होता है तो इसका एक तटस्थ स्वाद होता है,जब कटहल कच च ह त ह त इसक एक तटस थ स व द ह त ह,जब कटहल कच्चा होता है तो इसका एक तटस्थ स्वाद होता है,जब कटहल कच च ह त ह त इसक एक तटस थ स व द ह त ह,0.0,0.0,0.0,0.0,0.1966030597686767,A_all_zero
651,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_AGRI_406448_40261388.wav,फॉरेस्ट गार्डनिंग में जमीन उपजाऊ बना रहता है,फ र स ट ग र डन ग म जम न उपज ऊ बन रहत ह,फॉरेस्ट गार्डनिंग में जमीन उपजाऊ बना रहता है,फ र स ट ग र डन ग म जम न उपज ऊ बन रहत ह,0.0,0.0,0.0,0.0,0.1243720054626464,A_all_zero
664,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_BANK_404807_40301675.wav,मुझे खुशी है कि भारत में अब एक महिला वित्त मंत्री है,म झ ख श ह क भ रत म अब एक मह ल व त त म त र ह,मुझे खुशी है कि भारत में अब एक महिला वित्त मंत्री है,म झ ख श ह क भ रत म अब एक मह ल व त त म त र ह,0.0,0.0,0.0,0.0,0.144303560256958,A_all_zero
680,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_BANK_406510_40501554.wav,सामुदायिक बैंक के कर्मचारी अक्सर उन समुदायों में रहते हैं जिनकी वे सेवा करते हैं,स म द य क ब क क कर मच र अक सर उन सम द य म रहत ह ज नक व स व करत ह,सामुदायिक बैंक के कर्मचारी अक्सर उन समुदायों में रहते हैं जिनकी वे सेवा करते हैं,स म द य क ब क क कर मच र अक सर उन सम द य म रहत ह ज नक व स व करत ह,0.0,0.0,0.0,0.0,0.2557685375213623,A_all_zero
696,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40834\IISc_RESPIN_hi_D2_40834_207001_M_BANK_406499_40262003.wav,धारक की मृत्यु होने की स्थिति में भी क्षतिपूर्ति करती है,ध रक क म त य ह न क स थ त म भ क षत प र त करत ह,धारक की मृत्यु होने की स्थिति में भी क्षतिपूर्ति करती है,ध रक क म त य ह न क स थ त म भ क षत प र त करत ह,0.0,0.0,0.0,0.0,0.1691997051239013,A_all_zero
697,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40834\IISc_RESPIN_hi_D2_40834_207001_M_BANK_406722_40281400.wav,संविधान में टैक्स अनदेखा की विस्तार से व्याख्या भी की गई है,स व ध न म ट क स अनद ख क व स त र स व य ख य भ क गई ह,संविधान में टैक्स अनदेखा की विस्तार से व्याख्या भी की गई है,स व ध न म ट क स अनद ख क व स त र स व य ख य भ क गई ह,0.0,0.0,0.0,0.0,0.1547789573669433,A_all_zero
700,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40834\IISc_RESPIN_hi_D2_40834_207001_M_BANK_404495_40307843.wav,निश्चित आय विश्लेषण हेजिंग पोर्टफोलियो में संभावित मूल्य व्यवहार को भी संबोधित करता है,न श च त आय व श ल षण ह ज ग प र टफ ल य म स भ व त म ल य व यवह र क भ स ब ध त करत ह,निश्चित आय विश्लेषण हेजिंग पोर्टफोलियो में संभावित मूल्य व्यवहार को भी संबोधित करता है,न श च त आय व श ल षण ह ज ग प र टफ ल य म स भ व त म ल य व यवह र क भ स ब ध त करत ह,0.0,0.0,0.0,0.0,0.2235276699066162,A_all_zero
734,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40863\IISc_RESPIN_hi_D2_40863_207247_F_AGRI_407018_40370388.wav,कोलेजन ऊतकों को संरचनात्मक सहायता प्रदान करता है और आवश्यक कार्यों में भी शामिल है,क ल जन ऊतक क स रचन त मक सह यत प रद न करत ह और आवश यक क र य म भ श म ल ह,कोलेजन ऊतकों को संरचनात्मक सहायता प्रदान करता है और आवश्यक कार्यों में भी शामिल है,क ल जन ऊतक क स रचन त मक सह यत प रद न करत ह और आवश यक क र य म भ श म ल ह,0.0,0.0,0.0,0.0,0.2228789329528808,A_all_zero
833,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\41686\IISc_RESPIN_hi_D2_41686_207241_F_BANK_404439_40900243.wav,टैक्स हेवन उन देशों को कहते हैं जहाँ अन्य देशों की अपेक्षा कम कर लगता है,ट क स ह वन उन द श क कहत ह जह अन य द श क अप क ष कम कर लगत ह,टैक्स हेवन उन देशों को कहते हैं जहाँ अन्य देशों की अपेक्षा कम कर लगता है,ट क स ह वन उन द श क कहत ह जह अन य द श क अप क ष कम कर लगत ह,0.0,0.0,0.0,0.0,0.1995561122894287,A_all_zero
845,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\41701\IISc_RESPIN_hi_D2_41701_207241_M_AGRI_406374_40873026.wav,फसल विविधता हमारे आसपास के पर्यावरण के पनपने में मददगार है,फसल व व धत हम र आसप स क पर य वरण क पनपन म मददग र ह,फसल विविधता हमारे आसपास के पर्यावरण के पनपने में मददगार है,फसल व व धत हम र आसप स क पर य वरण क पनपन म मददग र ह,0.0,0.0,0.0,0.0,0.1919755935668945,A_all_zero
875,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\41720\IISc_RESPIN_hi_D2_41720_207125_M_AGRI_407112_40810429.wav,चाय की पैकेजिंग ग्राहकों की जरूरतों के अनुसार किया जाता है,च य क प क ज ग ग र हक क जर रत क अन स र क य ज त ह,चाय की पैकेजिंग ग्राहकों की जरूरतों के अनुसार किया जाता है,च य क प क ज ग ग र हक क जर रत क अन स र क य ज त ह,0.0,0.0,0.0,0.0,0.1511132717132568,A_all_zero
876,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\41720\IISc_RESPIN_hi_D2_41720_207125_M_BANK_405329_40810439.wav,टारगेट मार्केट किसी उत्पाद की पैकेजिंग और वितरण को भी सूचित कर सकता है,ट रग ट म र क ट क स उत प द क प क ज ग और व तरण क भ स च त कर सकत ह,टारगेट मार्केट किसी उत्पाद की पैकेजिंग और वितरण को भी सूचित कर सकता है,ट रग ट म र क ट क स उत प द क प क ज ग और व तरण क भ स च त कर सकत ह,0.0,0.0,0.0,0.0,0.1623070240020752,A_all_zero
880,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\42007\IISc_RESPIN_hi_D2_42007_207241_F_AGRI_405324_40928132.wav,कपास की जैविक खेती के लिए मिट्टी में जलधारण और जल निकास क्षमता होनी चाहिए,कप स क ज व क ख त क ल ए म ट ट म जलध रण और जल न क स क षमत ह न च ह ए,कपास की जैविक खेती के लिए मिट्टी में जलधारण और जल निकास क्षमता होनी चाहिए,कप स क ज व क ख त क ल ए म ट ट म जलध रण और जल न क स क षमत ह न च ह ए,0.0,0.0,0.0,0.0,0.1612422466278076,A_all_zero
881,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\42007\IISc_RESPIN_hi_D2_42007_207241_F_AGRI_404547_40928137.wav,फसल बीमा का लाभ आय में स्थिरता है अर्थात यह किसानों को फसल खराब होने से होने वाले नुकसान से बचाता है,फसल ब म क ल भ आय म स थ रत ह अर थ त यह क स न क फसल खर ब ह न स ह न व ल न कस न स बच त ह,फसल बीमा का लाभ आय में स्थिरता है अर्थात यह किसानों को फसल खराब होने से होने वाले नुकसान से बचाता है,फसल ब म क ल भ आय म स थ रत ह अर थ त यह क स न क फसल खर ब ह न स ह न व ल न कस न स बच त ह,0.0,0.0,0.0,0.0,0.2710952758789062,A_all_zero
903,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\42510\IISc_RESPIN_hi_D2_42510_207241_M_AGRI_406417_41217832.wav,बाजरा पाचन क्रिया से संबंधित रोगों को दूर करने में मदद करता है,ब जर प चन क र य स स ब ध त र ग क द र करन म मदद करत ह,बाजरा पाचन क्रिया से संबंधित रोगों को दूर करने में मदद करता है,ब जर प चन क र य स स ब ध त र ग क द र करन म मदद करत ह,0.0,0.0,0.0,0.0,0.1631612777709961,A_all_zero
906,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\42514\IISc_RESPIN_hi_D2_42514_207241_F_BANK_406499_41190875.wav,धारक की मृत्यु होने की स्थिति में भी क्षतिपूर्ति करती है,ध रक क म त य ह न क स थ त म भ क षत प र त करत ह,धारक की मृत्यु होने की स्थिति में भी क्षतिपूर्ति करती है,ध रक क म त य ह न क स थ त म भ क षत प र त करत ह,0.0,0.0,0.0,0.0,0.1667013168334961,A_all_zero
912,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\42518\IISc_RESPIN_hi_D2_42518_207241_F_BANK_406427_41219124.wav,भारतीय सेना बजट में अधिकांश खर्च महत्वपूर्ण हथियारों और गोला बारूद के लिए भी होता है,भ रत य स न बजट म अध क श खर च महत वप र ण हथ य र और ग ल ब र द क ल ए भ ह त ह,भारतीय सेना बजट में अधिकांश खर्च महत्वपूर्ण हथियारों और गोला बारूद के लिए भी होता है,भ रत य स न बजट म अध क श खर च महत वप र ण हथ य र और ग ल ब र द क ल ए भ ह त ह,0.0,0.0,0.0,0.0,0.2183828353881836,A_all_zero
928,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40175\IISc_RESPIN_hi_D3_40175_210430_F_AGRI_411526_40102840.wav,लौकी कई तरह के स्वास्थ्य लाभ प्रदान करती है,ल क कई तरह क स व स थ य ल भ प रद न करत ह,लौकी कई तरह के स्वास्थ्य लाभ प्रदान करती है,ल क कई तरह क स व स थ य ल भ प रद न करत ह,0.0,0.0,0.0,0.0,0.1149704456329345,A_all_zero
942,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40184\IISc_RESPIN_hi_D3_40184_210430_M_AGRI_411082_40033365.wav,मैंने थाईलैंड में दोपहिया ट्रैक्टर का इस्तेमाल देखा है,म न थ ईल ड म द पह य ट र क टर क इस त म ल द ख ह,मैंने थाईलैंड में दोपहिया ट्रैक्टर का इस्तेमाल देखा है,म न थ ईल ड म द पह य ट र क टर क इस त म ल द ख ह,0.0,0.0,0.0,0.0,0.157787799835205,A_all_zero
945,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40184\IISc_RESPIN_hi_D3_40184_210430_M_AGRI_410282_40034771.wav,बागवानी करना रमन का शौक है,ब गव न करन रमन क श क ह,बागवानी करना रमन का शौक है,ब गव न करन रमन क श क ह,0.0,0.0,0.0,0.0,0.0934398174285888,A_all_zero
996,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40227\IISc_RESPIN_hi_D3_40227_210430_M_AGRI_412599_40124799.wav,पानी सभी प्राणियों और वनस्पतियों के जीवन का आधार है,प न सभ प र ण य और वनस पत य क ज वन क आध र ह,पानी सभी प्राणियों और वनस्पतियों के जीवन का आधार है,प न सभ प र ण य और वनस पत य क ज वन क आध र ह,0.0,0.0,0.0,0.0,0.0998454093933105,A_all_zero
