sample_id,audio_path,reference,reference_normalized,prediction_raw,prediction_normalized,wer_raw,cer_raw,wer_normalized,cer_normalized,processing_time
10,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_BANK_404231_40217625.wav,ए.टी.एम से पैसे कहाँ कहाँ चुकाए जा सकते हैं ?,ए.टी.एम से पैसे कहाँ कहाँ चुकाए जा सकते हैं ?,एटि हम से पहसे कहा कहा छुका एजा सकते है,एटि हम से पहसे कहा कहा छुका एजा सकते है,90,28.88888889,90,28.88888889,0.105474472
11,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_AGRI_403322_40218780.wav,प्रधानमंत्री फसल बीमा योजना का पैसा कैसे चेक करें ?,प्रधानमंत्री फसल बीमा योजना का पैसा कैसे चेक करें ?,परदान मंतरी पशल बिमा योज़ना का पहसा कैँसे चकरे,परदान मंतरी पशल बिमा योज़ना का पहसा कैँसे चकरे,100,31.37254902,100,31.37254902,0.101044655
12,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_BANK_402381_40054161.wav,कर से तकनीकी प्रगति की तेजी हुई है,कर से तकनीकी प्रगति की तेजी हुई है,केकर से तक निकी पड़गती थीथेजी हुई है,केकर से तक निकी पड़गती थीथेजी हुई है,62.5,29.41176471,62.5,29.41176471,0.118836403
13,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_400821_40054173.wav,कृष्णा वैली गाय महाराष्ट्र में पाई जाती है,कृष्णा वैली गाय महाराष्ट्र में पाई जाती है,क्रसना बहली गाए माराच में पाहई जाहती है,क्रसना बहली गाए माराच में पाहई जाहती है,75,35.71428571,75,35.71428571,0.100031137
14,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_401522_40054174.wav,बाजार में चिचिण्डा अब इतनी आसानी से नहीं मिलता,बाजार में चिचिण्डा अब इतनी आसानी से नहीं मिलता,बादार मैं चीछलंडा अब इतनियाँ ँसानी से नहीं मिलता,बादार मैं चीछलंडा अब इतनियाँ ँसानी से नहीं मिलता,55.55555556,26.08695652,55.55555556,26.08695652,0.119946957
15,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_402067_40055075.wav,लेयर मुर्गियां दो या तीन प्रकार की होती है,लेयर मुर्गियां दो या तीन प्रकार की होती है,खीटलेर मुरगया दो या तीन पड़कड़ की होती हैखीट,खीटलेर मुरगया दो या तीन पड़कड़ की होती हैखीट,44.44444444,33.33333333,44.44444444,33.33333333,0.116305828
16,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_402684_40056554.wav,जुरशीतल बिहार के मिथिला एवं नेपाल का फसल उत्सव है,जुरशीतल बिहार के मिथिला एवं नेपाल का फसल उत्सव है,खेतजूड़ से थल बियार के मिठीला एम ने पाल का पसंत उथ सो हैे,खेतजूड़ से थल बियार के मिठीला एम ने पाल का पसंत उथ सो हैे,120,46.93877551,120,48.97959184,0.187341452
17,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_401185_40066673.wav,रोहित ने कहा कि उसे अदरक खाना पसंद नहीं है,रोहित ने कहा कि उसे अदरक खाना पसंद नहीं है,सोइत ने कहा कि उसे अज़ा खाना पसंत नहीं है,सोइत ने कहा कि उसे अज़ा खाना पसंत नहीं है,30,16.66666667,30,16.66666667,0.101679802
18,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_BANK_404053_40076815.wav,पर्सनल लोन के लिए कौन सा बैंक सबसे अच्छा है ?,पर्सनल लोन के लिए कौन सा बैंक सबसे अच्छा है ?,मशनल लोन के लिए को सा बहएक सबचा हचा है है,मशनल लोन के लिए को सा बहएक सबचा हचा है है,54.54545455,33.33333333,54.54545455,33.33333333,0.102704287
19,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_403195_40087907.wav,रबी फसल के दो उदाहरण दीजिए ?,रबी फसल के दो उदाहरण दीजिए ?,रभी बछल के दो उदानम दिजे,रभी बछल के दो उदानम दिजे,71.42857143,39.28571429,71.42857143,39.28571429,0.052596092
20,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_403328_40094146.wav,फसल काट कर किस जगह बेचनी चाहिये ?,फसल काट कर किस जगह बेचनी चाहिये ?,बशल काट कर के जंग बैसनी चाहईी है,बशल काट कर के जंग बैसनी चाहईी है,75,39.39393939,75,39.39393939,0.098140717
21,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_403471_40102209.wav,एक भैंस पालने में कितना खर्चा आता है ?,एक भैंस पालने में कितना खर्चा आता है ?,एक बहस पानने में कितना खरचा आता है,एक बहस पानने में कितना खरचा आता है,44.44444444,18.42105263,44.44444444,18.42105263,0.103907585
22,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_BANK_402286_40206134.wav,आपको अपनी मनचाही व्यक्तिगत ऋण राशि के लिए मिनटों में स्वीकृति मिल सकती है,आपको अपनी मनचाही व्यक्तिगत ऋण राशि के लिए मिनटों में स्वीकृति मिल सकती है,आप को अपनी मं चाही दिखती गदरुन राशी के लिय मिंटो मे शई करती मिल सकती है,आप को अपनी मं चाही दिखती गदरुन राशी के लिय मिंटो मे शई करती मिल सकती है,85.71428571,34.24657534,85.71428571,34.24657534,0.149930954
23,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_BANK_402786_40206136.wav,भागलपुर में तीन साल में कई नए क्रेडिट यूनियन खुल गए हैं,भागलपुर में तीन साल में कई नए क्रेडिट यूनियन खुल गए हैं,भागल पुर मे ती इन साल में कई नएक रड़ रिूनियन खूल गये है,भागल पुर मे ती इन साल में कई नएक रड़ रिूनियन खूल गये है,91.66666667,29.09090909,91.66666667,27.27272727,0.152238131
24,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_400334_40206153.wav,कॉफी बीन्स को उनके प्रसंस्करण के दौरान बड़ी मात्रा में पानी के साथ किण्वित किया जाता है,कॉफी बीन्स को उनके प्रसंस्करण के दौरान बड़ी मात्रा में पानी के साथ किण्वित किया जाता है,कोफी वीनस्को उनके परहसंस्करन के दोरान बड़ी मातरा मे पानी के साथ फिनभित किया जाता है,कोफी वीनस्को उनके परहसंस्करन के दोरान बड़ी मातरा मे पानी के साथ फिनभित किया जाता है,47.05882353,16.27906977,47.05882353,16.09195402,0.162804842
25,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_402510_40206899.wav,क्रूस्टेसन में केकड़ा लॉबस्टर झींगा मछली आते है,क्रूस्टेसन में केकड़ा लॉबस्टर झींगा मछली आते है,करू इशटेसंट में केकड़ा लोब सटरचिंगा मछली आते है,करू इशटेसंट में केकड़ा लोब सटरचिंगा मछली आते है,50,26.08695652,50,25.53191489,0.142718554
26,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_400238_40214388.wav,"बाजार मूल्य , वर्तमान मूल्य है जिस पर किसी संपत्ति या सेवा को खरीदा या बेचा जा सकता है","बाजार मूल्य , वर्तमान मूल्य है जिस पर किसी संपत्ति या सेवा को खरीदा या बेचा जा सकता है",बादार मुललिया भरतमान मुलले है जिश पर की सी सम्पती  हँसे वा को खरी दाया बेचा जा सकता है,बादार मुललिया भरतमान मुलले है जिश पर की सी सम्पती हँसे वा को खरी दाया बेचा जा सकता है,68.42105263,29.06976744,68.42105263,29.06976744,0.167597055
27,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_403338_40215549.wav,पशु आहार कैसे बनाएं ?,पशु आहार कैसे बनाएं ?,पछू आहर कैसे बनाई,पछू आहर कैसे बनाई,80,33.33333333,80,33.33333333,0.09463048
28,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_403477_40215557.wav,पहाड़ की मिट्टी क्या है ?,पहाड़ की मिट्टी क्या है ?,पहाड़ की मिटी क्या है,पहाड़ की मिटी क्या है,33.33333333,16.66666667,33.33333333,16,0.110290289
29,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_403322_40218209.wav,प्रधानमंत्री फसल बीमा योजना का पैसा कैसे चेक करें ?,प्रधानमंत्री फसल बीमा योजना का पैसा कैसे चेक करें ?,परदान मंतरी पशल भी मायोज़ ना का पैसा कैसे चैक करे,परदान मंतरी पशल भी मायोज़ ना का पैसा कैसे चैक करे,90,29.41176471,90,29.41176471,0.120147467
30,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_BANK_404053_40218227.wav,पर्सनल लोन के लिए कौन सा बैंक सबसे अच्छा है ?,पर्सनल लोन के लिए कौन सा बैंक सबसे अच्छा है ?,परसनल लोन के लिये कोश सा बैंक सबसे अचा है,परसनल लोन के लिये कोश सा बैंक सबसे अचा है,45.45454545,20,45.45454545,20,0.119896173
31,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_403250_40218381.wav,जलवायु और मौसम में क्या अंतर है ?,जलवायु और मौसम में क्या अंतर है ?,जलवाय और मोसा मे क्या अन्तर है,जलवाय और मोसा मे क्या अन्तर है,62.5,24.24242424,62.5,24.24242424,0.10991931
32,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_403488_40218505.wav,गन्ने कि खेती कौन से मौसम में होती है ?,गन्ने कि खेती कौन से मौसम में होती है ?,गरने की खेहती कोन से माोसम मे होती है,गरने की खेहती कोन से माोसम मे होती है,70,25.64102564,70,25.64102564,0.109799623
33,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_403195_40218550.wav,रबी फसल के दो उदाहरण दीजिए ?,रबी फसल के दो उदाहरण दीजिए ?,रभी पसल के दो उधा हरण दीज़ यए,रभी पसल के दो उधा हरण दीज़ यए,85.71428571,32.14285714,85.71428571,28.57142857,0.090223551
34,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_AGRI_400526_40053153.wav,ओपनर मशीन में गांजा के रेशो से धूल अलग हो जाती है,ओपनर मशीन में गांजा के रेशो से धूल अलग हो जाती है,औपनर मसीन मे गामजा के रेसों से दूल अलक हो जाहती है,औपनर मसीन मे गामजा के रेसों से दूल अलक हो जाहती है,66.66666667,18.36734694,66.66666667,18.36734694,0.150171518
35,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_BANK_402639_40082619.wav,मुझें नया पासबूक चाहिए,मुझें नया पासबूक चाहिए,मुझे नयाँ पास हुक चाही है,मुझे नयाँ पास हुक चाही है,150,40.90909091,150,40.90909091,0.100143433
36,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_AGRI_400183_40108359.wav,बम्बूसा बांस दस मीटर तक लम्बा होता है,बम्बूसा बांस दस मीटर तक लम्बा होता है,बम्बू शा बास धस मी टरतक लम्बा होता है,बम्बू शा बास धस मी टरतक लम्बा होता है,75,16.21621622,75,16.21621622,0.112043619
37,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_BANK_400385_40108393.wav,मैं कल अपनी पत्नी के साथ एक संयुक्त खाता खुलवाया,मैं कल अपनी पत्नी के साथ एक संयुक्त खाता खुलवाया,मैं कल अपनी पतनी के साथ एक शई तो खहाहता खुलवाया,मैं कल अपनी पतनी के साथ एक शई तो खहाहता खुलवाया,40,20.83333333,40,20.83333333,0.121608257
38,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_AGRI_403680_40109549.wav,कौन सी मिट्टी सबसे उपजाऊ है ?,कौन सी मिट्टी सबसे उपजाऊ है ?,कोन से मेटे सबसेो हउक जाऊ है,कोन से मेटे सबसेो हउक जाऊ है,100,41.37931034,100,41.37931034,0.098454475
39,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_BANK_404009_40109553.wav,वित्त मंत्रालय के तहत प्रधानमंत्री गरीब कल्याण योजना कब लागू हुई ?,वित्त मंत्रालय के तहत प्रधानमंत्री गरीब कल्याण योजना कब लागू हुई ?,बित मंतरालिये के थह पर्दार मतरि गरीब कलिया नक  जोज़न कब लाग हुई,बित मंतरालिये के थह पर्दार मतरि गरीब कलिया नक जोज़न कब लाग हुई,83.33333333,40.90909091,83.33333333,39.39393939,0.184476376
40,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_AGRI_403286_40110844.wav,बहुविध फसल प्रणाली से आप क्या समझते हैं ?,बहुविध फसल प्रणाली से आप क्या समझते हैं ?,बोगगी दि फछल परना लइसेा आप क्या समचते है,बोगगी दि फछल परना लइसेा आप क्या समचते है,88.88888889,43.90243902,88.88888889,43.90243902,0.091683626
41,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_AGRI_403224_40110861.wav,सिंचाई कितने प्रकार की होती हैं ?,सिंचाई कितने प्रकार की होती हैं ?,शीचाई कितने पर कार की होती है,शीचाई कितने पर कार की होती है,71.42857143,24.24242424,71.42857143,24.24242424,0.107013226
42,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_BANK_403953_40119919.wav,क्या मैं मासिक भुगतान वहन कर सकता हूँ ?,क्या मैं मासिक भुगतान वहन कर सकता हूँ ?,क्या मैं मासइक बुकतान वहन कर सकता हूँ,क्या मैं मासइक बुकतान वहन कर सकता हूँ,33.33333333,12.82051282,33.33333333,12.82051282,0.103264332
43,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40029\IISc_RESPIN_hi_D1_40029_251001_F_BANK_404171_40119926.wav,मैं उपलब्ध बीमा विकल्पों को कैसे देख सकती हूँ ?,मैं उपलब्ध बीमा विकल्पों को कैसे देख सकती हूँ ?,मैं उपलब्द बिमा बिकल पो को क्यहसे देख सकती हूँ,मैं उपलब्द बिमा बिकल पो को क्यहसे देख सकती हूँ,60,21.27659574,60,21.27659574,0.117510796
44,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_BANK_400361_40000764.wav,कर माफी उन लोगों के लिए है जो सालों से अपनी संपत्ति को छिपाते हैं,कर माफी उन लोगों के लिए है जो सालों से अपनी संपत्ति को छिपाते हैं,कर माफि उन लोगों के लिये है जो सालों से अपनी सम्पती कोछे पाते है,कर माफि उन लोगों के लिये है जो सालों से अपनी सम्पती कोछे पाते है,40,18.46153846,40,18.46153846,0.176314592
45,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_BANK_401691_40000785.wav,ऑडिटर ने खाता बखूबी मिलाया,ऑडिटर ने खाता बखूबी मिलाया,औड़ी टरनी खाहता बखूँभी मिलाया,औड़ी टरनी खाहता बखूँभी मिलाया,80,34.61538462,80,34.61538462,0.097732067
46,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_AGRI_400641_40006396.wav,कुछ कीटनाशक स्प्रेयर रॉकिंग स्प्रेयर होते हैं,कुछ कीटनाशक स्प्रेयर रॉकिंग स्प्रेयर होते हैं,कुछ कीटना सक स्पेहर रोकिन इस्पेहरस होते है,कुछ कीटना सक स्पेहर रोकिन इस्पेहरस होते है,85.71428571,31.11111111,85.71428571,31.11111111,0.140250921
47,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_BANK_401332_40006407.wav,इंदिरा आवास योजना का नाम बदलकर प्रधानमंत्री आवास योजना मार्च दो हजार सोलह को रखा गया,इंदिरा आवास योजना का नाम बदलकर प्रधानमंत्री आवास योजना मार्च दो हजार सोलह को रखा गया,इंदरा आवाश  होज़ना का नाम बदल कर परदान मंतरी आवाश ि औज़ना माछ दो हज़ार सो लह को रखा गया,इंदरा आवाश होज़ना का नाम बदल कर परदान मंतरी आवाश ि औज़ना माछ दो हज़ार सो लह को रखा गया,87.5,23.80952381,87.5,22.61904762,0.209572792
48,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_AGRI_402229_40007180.wav,काईटिन का प्रयोग खेती में बढ़ रहा है,काईटिन का प्रयोग खेती में बढ़ रहा है,कालटीन का प्यों खेती मे बड़ रहा है,कालटीन का प्यों खेती मे बड़ रहा है,50,17.14285714,50,16.66666667,0.113183498
49,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_AGRI_403745_40014913.wav,जुगाली करने वाले जानवर के आमाशय के कितने भाग होते हैं ?,जुगाली करने वाले जानवर के आमाशय के कितने भाग होते हैं ?,जूगाली फरने बाले जानवर के अमाज़शे के खकिथने भाग होते होँ,जूगाली फरने बाले जानवर के अमाज़शे के खकिथने भाग होते होँ,58.33333333,21.81818182,58.33333333,23.63636364,0.143427849
50,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_BANK_403949_40014937.wav,पर्सनल लोन के लिए अप्लाई करने से पहले मुझे किन बातों का ध्यान रखना चाहिए ?,पर्सनल लोन के लिए अप्लाई करने से पहले मुझे किन बातों का ध्यान रखना चाहिए ?,बड़सनल लोन के लिए अपलाई करनी से पहले मुझे किन बातोँ कादियान रकना चाईए,बड़सनल लोन के लिए अपलाई करनी से पहले मुझे किन बातोँ कादियान रकना चाईए,56.25,18.91891892,56.25,18.91891892,0.189590693
51,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_BANK_403953_40015608.wav,क्या मैं मासिक भुगतान वहन कर सकता हूँ ?,क्या मैं मासिक भुगतान वहन कर सकता हूँ ?,क्या मैं मासी बुखथान भहन कर सकता हूँ,क्या मैं मासी बुखथान भहन कर सकता हूँ,44.44444444,20.51282051,44.44444444,20.51282051,0.117212057
52,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40042\IISc_RESPIN_hi_D1_40042_251001_F_AGRI_403471_40015614.wav,एक भैंस पालने में कितना खर्चा आता है ?,एक भैंस पालने में कितना खर्चा आता है ?,एक भहस्पालने में कितना खरचा आता है,एक भहस्पालने में कितना खरचा आता है,44.44444444,15.78947368,44.44444444,15.78947368,0.100849628
53,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40048\IISc_RESPIN_hi_D1_40048_247001_M_BANK_402913_40069623.wav,"ऐतिहासिक रूप से , लाभांश के हकदार होने के प्रमाण के लिए प्रमाणपत्रों की आवश्यकता हो सकती है","ऐतिहासिक रूप से , लाभांश के हकदार होने के प्रमाण के लिए प्रमाणपत्रों की आवश्यकता हो सकती है",हति हासिक रूप सेला बांछ के हकदार होने के परमान के लिए परमाण पत्तरों की आब सकता हो सकती हैँ,हति हासिक रूप सेला बांछ के हकदार होने के परमान के लिए परमाण पत्तरों की आब सकता हो सकती हैँ,61.11111111,19.78021978,61.11111111,19.78021978,0.162312746
54,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40048\IISc_RESPIN_hi_D1_40048_247001_M_AGRI_400609_40069630.wav,अनाज गाड़ी को अधिकतर पशु खींचते हैं,अनाज गाड़ी को अधिकतर पशु खींचते हैं,अनाज गाड़ि को दिखतर परछो केछते है,अनाज गाड़ि को दिखतर परछो केछते है,71.42857143,35.29411765,71.42857143,34.28571429,0.096076012
55,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40048\IISc_RESPIN_hi_D1_40048_247001_M_BANK_401820_40108791.wav,भारतीय लेखा मानक के आने से व्यापारियों में बेईमानी कम हो गई है,भारतीय लेखा मानक के आने से व्यापारियों में बेईमानी कम हो गई है,बारते लेखा अमानक के आने शे प्या पारियों में बईमानि क्म हो गही है,बारते लेखा अमानक के आने शे प्या पारियों में बईमानि क्म हो गही है,61.53846154,19.35483871,61.53846154,19.35483871,0.145009279
56,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40048\IISc_RESPIN_hi_D1_40048_247001_M_AGRI_402684_40108800.wav,जुरशीतल बिहार के मिथिला एवं नेपाल का फसल उत्सव है,जुरशीतल बिहार के मिथिला एवं नेपाल का फसल उत्सव है,जुर सीथल बिहार के मिछला एव्म ने पाल का फछल उथ चलो है,जुर सीथल बिहार के मिछला एव्म ने पाल का फछल उथ चलो है,90,28.57142857,90,28.57142857,0.115301609
57,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40048\IISc_RESPIN_hi_D1_40048_247001_M_AGRI_403590_40128117.wav,किसानों को कौन सा बीज दिया जाता है ?,किसानों को कौन सा बीज दिया जाता है ?,किशानो को कऔन सभीर गिया जाता है,किशानो को कऔन सभीर गिया जाता है,66.66666667,27.77777778,66.66666667,27.77777778,0.056552887
58,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40048\IISc_RESPIN_hi_D1_40048_247001_M_AGRI_403488_40128140.wav,गन्ने कि खेती कौन से मौसम में होती है ?,गन्ने कि खेती कौन से मौसम में होती है ?,गरने की खेहती कोन से मोसम मे होती है,गरने की खेहती कोन से मोसम मे होती है,70,23.07692308,70,23.07692308,0.098265648
59,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40048\IISc_RESPIN_hi_D1_40048_247001_M_BANK_403887_40134012.wav,आप ऋण आय का उपयोग कैसे करेंगे ?,आप ऋण आय का उपयोग कैसे करेंगे ?,आपर आए कहा उक्यों कैसे करींगें,आपर आए कहा उक्यों कैसे करींगें,87.5,35.48387097,87.5,35.48387097,0.099930286
