sample_id,audio_path,reference,reference_normalized,prediction_raw,prediction_normalized,wer_raw,cer_raw,wer_normalized,cer_normalized,processing_time,category
942,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40184\IISc_RESPIN_hi_D3_40184_210430_M_AGRI_411082_40033365.wav,मैंने थाईलैंड में दोपहिया ट्रैक्टर का इस्तेमाल देखा है,म न थ ईल ड म द पह य ट र क टर क इस त म ल द ख ह,मैंने थाईलैंड में दोपहिया ट्रैक्टर का इस्तेमाल देखा है,म न थ ईल ड म द पह य ट र क टर क इस त म ल द ख ह,0.0,0.0,0.0,0.0,0.1016542911529541,A_all_zero
972,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40206\IISc_RESPIN_hi_D3_40206_210430_M_BANK_410352_40041915.wav,सफर के दौरान ट्रैवल इंश्योरेंस से हम फायदा ले सकते हैं,सफर क द र न ट र वल इ श य र स स हम फ यद ल सकत ह,सफर के दौरान ट्रैवल इंश्योरेंस से हम फायदा ले सकते हैं,सफर क द र न ट र वल इ श य र स स हम फ यद ल सकत ह,0.0,0.0,0.0,0.0,0.0445115566253662,A_all_zero
973,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40206\IISc_RESPIN_hi_D3_40206_210430_M_AGRI_412836_40042017.wav,भारत खाद्यान्न मामले में आत्मनिर्भर हो चुका है,भ रत ख द य न न म मल म आत मन र भर ह च क ह,भारत खाद्यान्न मामले में आत्मनिर्भर हो चुका है,भ रत ख द य न न म मल म आत मन र भर ह च क ह,0.0,0.0,0.0,0.0,0.0400128364562988,A_all_zero
985,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40213\IISc_RESPIN_hi_D3_40213_210430_M_BANK_412349_40113492.wav,प्राचीन सभ्यताओं से तुमको लेखांकन के इतिहास का पता लग सकता है,प र च न सभ यत ओ स त मक ल ख कन क इत ह स क पत लग सकत ह,प्राचीन सभ्यताओं से तुमको लेखांकन के इतिहास का पता लग सकता है,प र च न सभ यत ओ स त मक ल ख कन क इत ह स क पत लग सकत ह,0.0,0.0,0.0,0.0,0.0431864261627197,A_all_zero
988,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40213\IISc_RESPIN_hi_D3_40213_210430_M_AGRI_411699_40114222.wav,स्थाई फसल के रूप में जिन पौधों को लगाया जाता है वह कई वर्षों तक फल देते हैं,स थ ई फसल क र प म ज न प ध क लग य ज त ह वह कई वर ष तक फल द त ह,स्थाई फसल के रूप में जिन पौधों को लगाया जाता है वह कई वर्षों तक फल देते हैं,स थ ई फसल क र प म ज न प ध क लग य ज त ह वह कई वर ष तक फल द त ह,0.0,0.0,0.0,0.0,0.0508878231048584,A_all_zero
998,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40227\IISc_RESPIN_hi_D3_40227_210430_M_BANK_410352_40125720.wav,सफर के दौरान ट्रैवल इंश्योरेंस से हम फायदा ले सकते हैं,सफर क द र न ट र वल इ श य र स स हम फ यद ल सकत ह,सफर के दौरान ट्रैवल इंश्योरेंस से हम फायदा ले सकते हैं,सफर क द र न ट र वल इ श य र स स हम फ यद ल सकत ह,0.0,0.0,0.0,0.0,0.0420136451721191,A_all_zero
1014,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40953\IISc_RESPIN_hi_D3_40953_210430_F_AGRI_412696_40578838.wav,मुझे चकोतरा का स्वाद ज्यादा पसंद नहीं आया,म झ चक तर क स व द ज य द पस द नह आय,मुझे चकोतरा का स्वाद ज्यादा पसंद नहीं आया,म झ चक तर क स व द ज य द पस द नह आय,0.0,0.0,0.0,0.0,0.0434367656707763,A_all_zero
1017,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40953\IISc_RESPIN_hi_D3_40953_210430_F_AGRI_412599_40579086.wav,पानी सभी प्राणियों और वनस्पतियों के जीवन का आधार है,प न सभ प र ण य और वनस पत य क ज वन क आध र ह,पानी सभी प्राणियों और वनस्पतियों के जीवन का आधार है,प न सभ प र ण य और वनस पत य क ज वन क आध र ह,0.0,0.0,0.0,0.0,0.0469212532043457,A_all_zero
1023,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40956\IISc_RESPIN_hi_D3_40956_210430_M_BANK_412934_40561248.wav,बांड बाजार सहभागियों में नया कर्ज जारी कर सकते हैं,ब ड ब ज र सहभ ग य म नय कर ज ज र कर सकत ह,बांड बाजार सहभागियों में नया कर्ज जारी कर सकते हैं,ब ड ब ज र सहभ ग य म नय कर ज ज र कर सकत ह,0.0,0.0,0.0,0.0,0.04414963722229,A_all_zero
1036,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40983\IISc_RESPIN_hi_D3_40983_210430_M_AGRI_411686_40479275.wav,घर के पीछे वाले पोखर में मछलियों की संख्या घट गई है,घर क प छ व ल प खर म मछल य क स ख य घट गई ह,घर के पीछे वाले पोखर में मछलियों की संख्या घट गई है,घर क प छ व ल प खर म मछल य क स ख य घट गई ह,0.0,0.0,0.0,0.0,0.0408897399902343,A_all_zero
1053,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40988\IISc_RESPIN_hi_D3_40988_210430_M_AGRI_412696_40571286.wav,मुझे चकोतरा का स्वाद ज्यादा पसंद नहीं आया,म झ चक तर क स व द ज य द पस द नह आय,मुझे चकोतरा का स्वाद ज्यादा पसंद नहीं आया,म झ चक तर क स व द ज य द पस द नह आय,0.0,0.0,0.0,0.0,0.0428543090820312,A_all_zero
1068,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40991\IISc_RESPIN_hi_D3_40991_210430_F_AGRI_411686_40517426.wav,घर के पीछे वाले पोखर में मछलियों की संख्या घट गई है,घर क प छ व ल प खर म मछल य क स ख य घट गई ह,घर के पीछे वाले पोखर में मछलियों की संख्या घट गई है,घर क प छ व ल प खर म मछल य क स ख य घट गई ह,0.0,0.0,0.0,0.0,0.0424609184265136,A_all_zero
1081,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40996\IISc_RESPIN_hi_D3_40996_210430_M_AGRI_412836_40587610.wav,भारत खाद्यान्न मामले में आत्मनिर्भर हो चुका है,भ रत ख द य न न म मल म आत मन र भर ह च क ह,भारत खाद्यान्न मामले में आत्मनिर्भर हो चुका है,भ रत ख द य न न म मल म आत मन र भर ह च क ह,0.0,0.0,0.0,0.0,0.0372285842895507,A_all_zero
1113,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\41010\IISc_RESPIN_hi_D3_41010_210430_F_BANK_410942_40546594.wav,तुम व्यक्तिगत खाता खुलवाकर उसमें अपने पैसे बचाते रहना,त म व यक त गत ख त ख लव कर उसम अपन प स बच त रहन,तुम व्यक्तिगत खाता खुलवाकर उसमें अपने पैसे बचाते रहना,त म व यक त गत ख त ख लव कर उसम अपन प स बच त रहन,0.0,0.0,0.0,0.0,0.0718238353729248,A_all_zero
1133,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\41279\IISc_RESPIN_hi_D3_41279_210430_F_AGRI_410573_40677474.wav,सचिन शहर में लस्सी में जीरा डालकर उसे बेचकर कमाई करता है,सच न शहर म लस स म ज र ड लकर उस ब चकर कम ई करत ह,सचिन शहर में लस्सी में जीरा डालकर उसे बेचकर कमाई करता है,सच न शहर म लस स म ज र ड लकर उस ब चकर कम ई करत ह,0.0,0.0,0.0,0.0,0.0467426776885986,A_all_zero
